fName,lastName,birthday,title,roleName
Victor,Al-Malki,1995-11-02,Whipped,Barbie
Luke,Garber,1998-02-27,Anaamika,Sophie
Kim,Wilson,1998-03-25,GIMS: On the Record,David Kim
Anna-Maria,Da-mi,1971-12-12,Horrid Henry's Gross Day Out,Barbie
Rakesh,Sieklucka,1954-07-30,Residue,David Kim
Tye,Batra,1977-03-23,The Devil All The Time,Anna
Maged,Sheridan,1985-11-27,The Paramedic,David Kim
Ashley,El,1954-06-18,The Take,Anna
Saiyami,Judd,1957-07-02,Call the Midwife,David Kim
Jared,Kher,1965-01-22,Michael McIntyre: Showman,Sophie
Edgar,Padalecki,1961-04-16,Raising Victor Vargas,David Kim
Bu?ra,RamÃ­rez,1996-05-05,The Smurfs 2,Sophie
Ça?lar,GÃ¼lsoy,1973-05-21,Lara and the Beat,Anna
Saoirse,Ã‡orumlu,1985-10-02,Dad Wanted,Dog
Mohamed,Ronan,1956-03-30,How to Train Your Dragon 2,Anna
Shaimaa,Henedi,1999-09-02,Pets United,Sophie
Hisham,Abdelkader,1988-09-20,Aapla Manus,Sophie
Amina,Abdulrahman,1981-09-18,Ani... Dr. Kashinath Ghanekar,Sophie
Sunny,Khalil,1957-11-21,Bhai: Vyakti Ki Valli - Poorvardha,Anna
Tendaiishe,Pawar,1953-04-13,Bhai: Vyakti Ki Valli - Uttarardh,David Kim
Saad,Chitima,1977-04-12,Cycle,David Kim
Moka,Abdullah,1951-02-18,Dhh,Anna
Alice,Kamishiraishi,1982-08-24,Julie and the Phantoms,Dog
Juliet,Eve,1960-06-20,Kaagar,Barbie
Ali,Doherty,1986-02-04,Night of Knots,Dog
Kenny,Al,1988-10-06,PhotoCopy,Anna
Nabila,Sebastian,1958-01-09,Poshter Girl,Anna
Saeed,Ebeid,2003-10-27,Satria Heroes: Revenge of the Darkness,Anna
Mansour,Al-Sheryani,1978-08-02,Son Of Adam,Anna
Luisana,Al,1991-06-27,The Babysitter: Killer Queen,David Kim
Juan,Lopilato,1994-08-09,Cargo,Sophie
Hannah,Daniel,1963-05-28,Cuties,Anna
Lü,Gadsby,1997-04-03,So Much Love to Give,Barbie
Melissa,Yanting,1951-02-25,The Social Dilemma,Dog
Rachel,Benoist,1979-06-30,#Alive,Dog
Rano,Amanda,1969-02-28,Toll Booth,David Kim
Swanky,Karno,2003-08-22,Villain,David Kim
Fumino,JKA,1978-12-05,I'm Thinking of Ending Things,Sophie
Issa,Kimura,1973-08-27,Kandasamys: The Wedding,Sophie
Mike,Rae,1977-05-10,The Lost Okoroshi,David Kim
Abdulhussain,Smith,1970-03-03,You're My Boss,David Kim
Loretto,Abdulredah,1991-05-05,Afonso Padilha: Classless,Anna
Said,Bernal,1980-05-21,Ave Maryam,Anna
Samir,Saleh,1950-01-19,"Love, Guaranteed",Sophie
Suhair,Ghanem,1963-07-19,Freaks â€“ You're One of Us,Sophie
Adel,El-Babili,1993-09-07,Hotel for Dogs,David Kim
Omoni,Imam,1958-12-06,Sky Tour: The Movie,Anna
Ben,Oboli,1982-03-23,Adrift,Barbie
Jessica,Platt,2003-10-24,Always Be My Maybe,Dog
Salli,Sula,1977-04-02,Barbie Princess Adventure,Sophie
Gustavo,Richardson-Whitfield,1973-09-28,Children of the Sea,David Kim
Yashaswini,Egelhaaf,1989-03-20,Fate/Grand Order -First Order-,Barbie
Mai,Dayama,1973-04-22,Puss in Boots,David Kim
Patton,Ezz,1987-01-07,Sex Drive,Barbie
Reem,Oswalt,1981-04-03,Soldier,Anna
Rita,Abdullah,1979-01-25,"Take the Ball, Pass the Ball",Sophie
Mohamed,Dominic,1969-03-07,The Boss Baby: Get That Baby!,Barbie
Farah,El,1992-12-16,The Match,Barbie
Quim,Shaer,1960-02-01,The Smurfs,Barbie
Eric,GutiÃ©rrez,1974-12-19,Thomas and Friends,Barbie
Numthip,Cantona,1951-05-21,True: Friendship Day,Sophie
Vanesha,Jongrachatawiboon,2000-05-10,Maniyarayile Ashokan,Sophie
AlMulla,Prescilla,1990-09-07,The Debt Collector 2,Anna
Diana,AbdulRahman,1955-12-07,All Together Now,Barbie
Jamal,Lein,1966-08-06,Santana,Barbie
Abdulmohsen,Ibrahim,1988-10-18,Unknown Origins,Anna
William,Al-Qaffas,1950-12-25,Edge of Seventeen,David Kim
David,Hurt,1956-02-05,The Bridge Curse,Dog
Khalifa,Spade,1984-01-13,The Young Messiah,David Kim
Ellie,Albhri,1950-12-26,Lingua Franca,Dog
Nick,Kemper,1991-08-20,Making The Witcher,Sophie
Terry,Offerman,1989-03-05,Septembers of Shiraz,Dog
Vittoria,Crews,2000-08-17,Class of '83,Barbie
André,Puccini,1957-01-26,Dark Forces,Sophie
Saga,Holland,1978-12-03,The Sleepover,Anna
Faisal,Alyasery,1967-01-24,Goedam,Barbie
He,Al,1955-02-15,Scarecrow,Sophie
Michelle,Xiaofeng,1987-02-27,The Crimes That Bind,Dog
Jerry,Obama,1966-12-17,Drunk Parents,Dog
Luccas,Seinfeld,1965-01-06,Meet the In-Laws,Anna
Anupam,Neto,1999-10-09,Crazy Awesome Teachers,Dog
Sebastián,Kher,1975-01-02,Les MisÃ©rables,Dog
Michael,Wainraich,1950-04-11,Seventh Son,David Kim
Ricardo,Roark,1983-03-14,What's Your Raashee?,Barbie
Grace,Quevedo,1962-01-25,Fearless,David Kim
Mike,Van,1964-06-03,Nigerian Prince,Barbie
Josh,Birbiglia,2002-09-06,Octonauts & the Caves of Sac Actun,Dog
Jacqueline,Swickard,1982-04-08,Project Power,Anna
Jeffrey,Toboni,1974-05-25,An Easy Girl,Dog
Darrell,Wright,1990-02-23,Christine,Barbie
Adama,Hammond,1997-10-02,Simon Killer,Sophie
Vincent,Niane,1986-06-10,Gunjan Saxena: The Kargil Girl,Sophie
Jacqueline,Ebrahim,1960-08-01,Mr. Peabody & Sherman,Anna
Udhayanidhi,Fernandez,2001-09-04,"Rob Schneider: Asian Momma, Mexican Kids",Anna
Leah,Stalin,1958-08-28,The Lost Husband,Sophie
Amanda,Lewis,1962-06-24,We Summon the Darkness,Anna
Camila,Bynes,1999-02-04,"Berlin, Berlin: Lolle on the Run",Sophie
Danilo,Mendes,1952-11-13,Stars in the Sky: A Hunting Story,Dog
Kippei,Mesquita,1960-02-08,The Magic School Bus Rides Again Kids In Space,Sophie
Joseph,Shiina,1953-10-25,Work It,David Kim
Vaibhav,Chang,1970-01-23,Nasha Natasha,Barbie
Cezmi,Reddy,1967-01-04,Anelka: Misunderstood,David Kim
Sermiyan,BaskÄ±n,1989-07-30,Malibu Rescue: The Next Wave,David Kim
Nurgül,Midyat,1980-09-22,Sam Jay: 3 In The Morning,Sophie
Eda,YeÅŸilÃ§ay,1957-11-15,Almost Love,Barbie
Halit,Ece,1967-02-03,Killing Hasselhoff,Anna
?brahim,ErgenÃ§,1989-04-08,Rogue Warfare: The Hunt,Dog
Kevin,BÃ¼yÃ¼kak,1962-04-16,Super Monsters: The New Class,David Kim
Andrei,Sorbo,1965-04-15,The Ottoman Lieutenant,Anna
Moin,Selaru,1965-05-23,What Keeps You Alive,Barbie
Nitin,Khan,1970-07-27,Latte and the Magic Waterstone,Barbie
Bob,Reddy,1952-12-19,Raat Akeli Hai,Dog
Jean,Dylan,1967-05-02,Seriously Single,Sophie
Ahmed,Dujardin,1973-01-11,Sugar High,David Kim
Asser,El,1968-01-26,Retablo,David Kim
Kanan,Yassin,1967-10-07,Uma Maheswara Ugra Roopasya,Sophie
Bunga,Gill,1982-04-04,It's Her Day,Dog
Lee,Citra,1950-04-07,Redemption,David Kim
Ma?gorzata,Je-hoon,1990-07-27,Shine Your Eyes,Sophie
Adesua,KoÅ¼uchowska,1984-09-14,The Hater,Anna
Pedro,Etomi,1954-09-20,Banana Split,Sophie
Will,Alonso,1980-07-06,Door Ke Darshan,Dog
Thomas,Forte,1965-04-04,Double World,Barbie
Müfit,Middleditch,1973-08-24,Project Marathwada,Anna
Sami,Can,1966-06-15,Animal Crackers,Dog
David,Bouajila,1970-09-18,Dragons: Rescue Riders: Secrets of the Songwing,Barbie
Wagner,Kross,1957-12-28,Nimbe,Sophie
Néstor,Moura,1997-12-28,Offering to the Storm,Dog
Josh,Guzzini,1966-01-21,Romance Doll,David Kim
Aubrey,Brolin,1951-10-19,The Kissing Booth 2,Dog
Maurício,Peeples,1974-09-04,The Larva Island Movie,Anna
Luis,Meirelles,1973-12-02,The Letter Reader,Barbie
Asl?,GuzmÃ¡n,1962-08-12,Ip Man 4: The Finale,David Kim
Yassi,Ä°nandÄ±k,1960-10-20,Jack Whitehall: I'm Only Joking,Anna
Suraj,Pressman,1955-08-26,Funan,Sophie
Vijay,Venjaramoodu,1966-04-29,The Millions,Dog
Chris,Deverakonda,1960-11-15,Fatal Affair,Sophie
Jemima,D'Elia,1968-02-19,MILF,Sophie
Robbie,Osunde,1955-12-20,Cold Feet,Dog
Sam,Amell,1973-01-05,Sylvia,Barbie
Zita,Claflin,1993-12-31,The Players,David Kim
Seth,Hanrot,1953-11-29,Urzila Carlson: Overqualified Loser,Anna
Tzi,Carr,1974-10-07,Hole in the Wall,Dog
Martin,Ma,1990-02-04,Mama's Boy,Dog
Noah,del,1970-02-15,The Old Guard,Dog
Tiffany,Ringer,1974-03-10,The Twelve,Dog
Terry,Haddish,1999-08-07,Born Racer,David Kim
Brooklynn,Serpico,1985-09-07,Mucho Mucho Amor: The Legend of Walter Mercado,Sophie
Jessica,Prince,1950-10-19,The Long Dumb Road,Barbie
Ed,Madsen,1975-11-08,Dr. Seuss' The Lorax,Barbie
Steve,Helms,1969-09-23,A Kid from Coney Island,David Kim
Yui,Buscemi,1964-08-28,Aiyyaa,Dog
Kaustav,Ishikawa,2001-02-06,Bbuddah Hoga Terra Baap,Dog
David,Ghosh,1974-11-22,Blood Money,David Kim
Dilip,Batra,2002-09-07,Bombay Talkies,Anna
Sidharth,Kumar,1954-09-12,Boss,Dog
Varun,Malhotra,1991-02-18,Budhia Singh: Born to Run,Anna
Raaj,Dhawan,1968-09-24,Chashme Baddoor,David Kim
Nivedhithaa,Kumar,1992-11-01,Dharam Sankat Mein,Barbie
Matthew,Sathish,1951-11-26,Drishyam,David Kim
Emraan,Marsh,1985-06-23,Gabbar Is Back,David Kim
Bel,Hashmi,1979-07-11,Gollu Aur Pappu,Dog
Neal,Powley,1962-11-12,Hook,Dog
Sladen,McDonough,1965-01-21,Inkaar,Dog
Lorena,Peltier,2000-01-21,Madras CafÃ©,Sophie
Nicky,Franco,1970-07-07,Mary Kom,Anna
Ronda,Whelan,1993-01-07,Michael,Sophie
Dulquer,Rousey,1980-07-01,Mumbai Delhi Mumbai,Sophie
Manisha,Salmaan,1979-03-24,Oh My God,Sophie
Guillaume,Koirala,1991-08-06,One by Two,Barbie
Ellen,Laurin,1979-06-04,Only,David Kim
Mamoudou,Page,1969-07-05,Penalty,Dog
Csongor,Athie,2002-09-02,Players,Dog
Chutimon,Szalay,2002-10-18,Pyaar Ka Punchnama 2,Dog
Bethany,Chuengcharoensukying,1957-01-31,Queen,Sophie
Ferenc,Hamilton,1965-12-25,Shaitan,Barbie
Tom,Lengyel,1972-09-30,Special 26,Anna
Eileen,Segura,1979-05-07,Tanu Weds Manu,David Kim
Aniello,YÃ¡Ã±ez,1959-03-23,What the Fish,Anna
Tatsuhisa,Arena,1975-07-13,Desperados,David Kim
Malik,Suzuki,1956-01-29,Hunter in the Blue Side of Manchester,Dog
Sharon,Nejer,1980-06-24,I Am Not Your Negro,Dog
Kanon,Stone,1990-11-11,The Perfect Picture: Ten Years Later,Anna
Bert,Tani,1992-02-22,Thiago Ventura: POKAS,Dog
T.J.,Kreischer,1951-09-24,#AnneFrank - Parallel Stories,Sophie
Neil,Miller,1991-02-20,Abby Hatcher,Sophie
Poonam,Nitin,1964-12-07,AdÃº,Dog
Salamina,Dhillon,1967-02-25,Ali Baba ve 7 CÃ¼celer,Sophie
William,Mosese,1991-10-10,David Foster: Off the Record,Sophie
Stephanie,Lodder,1979-11-27,Double Jeopardy,Barbie
Ju,Turner,1958-07-15,Pek YakÄ±nda,Dog
Amy,Ji-hoon,1951-05-02,Stardust,Barbie
Aras,Ryan,1971-05-21,The F**k-It List,Barbie
Félix,Bulut,1983-08-10,Total Recall,Dog
Miles,Maritaud,1970-08-27,Under the Riccione Sun,Sophie
Belén,Davis,1995-10-01,George Lopez: We'll Do It For Half,David Kim
Bimbo,Rueda,1964-11-22,The Mirror Boy,Barbie
Araya,Akintola,1970-09-14,#FriendButMarried 2,David Kim
Cristi,A.,1983-03-19,Skin,Barbie
Lil,Puiu,1985-05-07,Ride Like a Girl,David Kim
Monica,Peep,1969-10-31,Eurovision Song Contest: The Story of Fire Saga,Anna
Paula,BÃ¢rlÄƒdeanu,1995-07-05,Kasanova,Sophie
Taylor,EchevarrÃ­a,1956-11-21,Ordinary People,Dog
Nqobile,Tomlinson,1951-08-23,Thackeray (Hindi),Dog
David,Khumalo,1952-05-28,Krishna and His Leela,Anna
Sunny,A.,1985-11-20,Prem Ratan Dhan Payo,Anna
Michael,Kaushal,1981-03-18,Vivah,Barbie
Billie,Shannon,1959-08-03,Bulbbul,David Kim
Maurice,Joe,1958-08-01,Nobody Knows I'm Here,David Kim
Daniel,Paige,1992-10-25,Eric Andre: Legalize Everything,Anna
Gad,Day-Lewis,1989-12-21,Kappela,Anna
Elle,Elmaleh,1991-08-04,The Royal Hibiscus Hotel,Dog
Allu,Fanning,2000-06-03,Woodshock,Sophie
Sarah,Arjun,1974-02-15,Elevator Baby,Sophie
Moayad,Natochenny,1999-01-25,Chaman Bahaar,Sophie
Lilian,Alnefaie,1985-09-15,Destiny,Dog
Weruche,Esoro,1974-01-22,Feel the Beat,Anna
Pete,Opia,1977-01-18,Lost Bullet,Barbie
John,Davidson,1994-05-08,One-Way to Tomorrow,Sophie
CM,Paul,1992-05-03,The Emigrant,Dog
Ted,Punk,1963-12-08,Wasp Network,Barbie
Helena,Kaczynski,1987-08-01,A Whisker Away,Sophie
Anne,Zengel,1972-06-28,Alexandria ... Why?,Barbie
Julian,Hathaway,1971-12-19,Alexandria: Again and Forever,Dog
Marlee,Sands,1963-06-26,An Egyptian Story,David Kim
Uzo,van,1988-11-27,Cairo Station,Barbie
Sam,Aduba,1953-06-14,Dark Waters,Dog
Ini,Rockwell,1960-03-24,Lola Igna,Barbie
Vince,Dima,1992-12-05,One Take,David Kim
Natalie,Vaughn,1955-07-18,Saladin,Anna
Sue,Dormer,1970-10-14,Stray Bullet,David Kim
Piotr,Ramirez,2002-10-12,The Blazing Sun,Sophie
Lisa,Cyrwus,1983-09-28,The Land,Sophie
Lika,Vicari,1987-04-23,The Nut Job,Barbie
Takeru,Berning,1964-11-20,An Evening with Beverly Luff Linn,Anna
Robert,Sato,1953-12-19,Riding Faith,Dog
Della,Pattinson,2001-08-22,Last Flight to Abuja,Anna
Steve,Dartyan,1962-09-15,The Darkness,Anna
Kathryn,Oropeza,1975-05-22,Underdogs,Barbie
Bill,Prescott,2000-01-12,Wira,Sophie
Priyamvada,Pullman,1992-08-17,4th Republic,David Kim
Ama,Krishnan,1983-03-26,Asura Guru,Sophie
Alison,K.,1985-01-22,Milea,Sophie
Stephen,Brie,1985-06-23,Axone,Dog
Willy,Amell,2001-06-19,Da 5 Bloods,Anna
Joseph,T.,1963-12-27,Jo Koy: In His Elements,Dog
Robert,Millson,2001-10-24,Okko's Inn,Sophie
Tom,Krantz,1997-07-23,From A to B,Barbie
Asier,Papa,1961-09-30,Menahi,Anna
Shiloh,Etxeandia,1953-06-07,DC's Legends of Tomorrow,Dog
Nathan,Fernandez,2002-06-05,Middle Men,Sophie
Amber,Parsons,1953-06-22,The Witch: Part 1 - The Subversion,David Kim
Cristina,Stevens,1976-04-04,Before I Fall,David Kim
Grant,Vee,1995-03-16,365 Days,Dog
Mei,Bowler,1980-02-17,Forensic,David Kim
Djédjé,Kayama,1989-03-18,Project Papa,Dog
Frank,Apali,1963-03-12,The Night Clerk,David Kim
Taylor,Donga,1958-10-16,Before the Summer Crowds,Anna
Matthias,Swift,1976-05-18,Big Stone Gap,David Kim
Menashe,Schoenaerts,1985-06-16,Choked: Paisa Bolta Hai,Dog
Wu,Lustig,1992-03-13,Merry Men 2: Another Mission,David Kim
Gys,Chien-ho,1956-03-04,Supernatural,Barbie
Larissa,de,1999-03-14,The Last Days of American Crime,Anna
Alex,Manoela,1996-05-16,Hot Sweet Sour,David Kim
Huang,FernÃ¡ndez,1973-01-04,Overnight Republic,Anna
Andrés,Peijia,1951-10-20,Canâ€™t Complain,Anna
Fortune,Pazos,1978-06-06,Lady Bird,Anna
Mu,Feimster,1972-01-31,Andaleeb El Dokki,David Kim
David,Ramaswamy,1955-03-29,Let's Dance,Anna
Emma,Lynch,1993-03-10,Life's Speed Bump,Sophie
Crystal,Watson,2001-01-09,My Horrible Grandma,Dog
Lauren,Fox,1954-06-05,Sorry To Disturb,Sophie
Tiffany,Elizabeth,2002-01-27,The Student Cop,Barbie
Tom,Tenille,1997-09-14,What's Up?,David Kim
Kento,Hardy,1979-05-24,X Large,Barbie
Michael,Yamazaki,1987-06-08,122,Anna
Arnali,Fassbender,1970-01-22,Chippa,Barbie
Tom,Das,1964-10-18,Cook Off,Anna
Armand,Payne,1966-05-15,Kalek Shanab,Barbie
Leslie,Assante,1964-03-20,Mirai,David Kim
Angie,Jones,1964-03-26,The Disaster Artist,Dog
Betty,Cepeda,2002-03-12,The Stolen,David Kim
Amit,White,1951-02-22,High Strung Free Dance,Anna
Johnny,Sial,2003-03-22,Freej Al Taibeen,David Kim
Faizon,Harris,1955-12-17,Kenny Sebastian: The Most Interesting Person in the Room,Sophie
Oscar,Love,1968-04-07,The Other,Barbie
Hánssel,MartÃ­nez,1998-09-22,Grandmother's Farm,Dog
Kelsey,Casillas,1956-08-28,Grandmother's Farm Part 2,Anna
Frank,Grammer,1970-12-08,Intuition,Dog
Jeff,Welker,1988-08-25,I'm No Longer Here,Dog
Debi,Dunham,1969-05-24,Hannah Gadsby: Douglas,Dog
Ivana,Derryberry,1982-05-15,Ne Zha,David Kim
Gim,Baquero,1993-06-21,Supergirl,Barbie
Putri,Yeong-seon,1955-03-06,Uncut Gems,Barbie
Nestor,Marino,1992-04-19,One Day We'll Talk About Today,Dog
Ravi,Aaron,1981-01-20,Si Doel the Movie 3,Barbie
Nandita,Babu,1950-12-04,Living in Bondage: Breaking Free,Anna
Chris,Das,1968-05-14,Modest Heroes: Ponoc Short Films Theatre,Sophie
Lil,Klein,1967-10-24,The Lovebirds,Sophie
Miona,Yachty,1977-05-06,Trailer Park Boys: The Animated Series,Sophie
Joey,Hori,1995-10-12,#FriendButMarried,Barbie
José,Rasdien,1981-11-23,Bye Bye London,Barbie
Vincenzo,Mujica,1994-02-09,Mujeres arriba,Barbie
Penn,Crea,1999-08-19,No Longer kids,Dog
Amy,Badgley,2002-10-18,The Married Couples,Dog
Yuki,Manson,1980-06-20,The School of Mischief,Barbie
Amaury,Kaji,1950-04-01,The Witness Who Didn't See Anything,Anna
Kenn,Nolasco,1997-01-10,Anchor Baby,Anna
Kiersey,Michael,1990-02-17,Ben Platt Live from Radio City Music Hall,Dog
Omar,Clemons,1998-07-27,Honeytrap,Anna
John,Chaparro,1977-06-28,I Will Follow,Dog
Michael,Mulaney,1981-12-22,Mutiny of the Worker Bees,Dog
Sofia,Ealy,1954-03-15,What Are the Odds?,Barbie
Ime,Wylie,1974-01-10,Either Me Or My Auntie,Sophie
Anthony,Bishop,1971-07-17,Escaping Tel Aviv,Dog
Ronny,Hopkins,1962-08-26,Game Over,Sophie
Mostafizur,Chieng,1972-06-23,Karkar,David Kim
Eddie,Noor,1970-05-08,My Sleeping Lover,Sophie
Riteish,Redmayne,1979-06-17,Omar & Salma 2,Dog
Enyinna,Deshmukh,1962-08-16,Patton Oswalt: I Love Everything,Dog
Pulkit,Nwigwe,1994-12-13,Tarek's Situation,David Kim
Mai,Samrat,1990-06-17,The Beach Loafer,Barbie
Dakore,Fuchigami,1956-09-30,Wadjda,David Kim
Farhan,Akande,1950-07-22,Zaki Chan,David Kim
Hrithik,Akhtar,1974-07-19,Light in the Dark,Dog
Ayo,Roshan,1978-10-17,The End,Dog
Rohit,Makun,1986-03-10,Heaven Without People,Dog
Ali,Saraf,1950-02-24,"I love you, stupid",Dog
Michelle,Rabee,1951-04-09,Inhuman Resources,Dog
Loretta,Wolf,1998-12-06,Sleepless Society: Two Pillows & A Lost Soul,David Kim
Petrônio,Devine,1970-11-17,Dilan 1990,Sophie
Scarlett,Gontijo,1979-01-22,Dilan 1991,Anna
Yoshitsugu,Johansson,1966-02-04,Fan of Amoory,Barbie
Ivie,Matsuoka,1951-05-12,Malang,David Kim
Paloma,Okujaye,1996-06-21,Rencor tatuado,Dog
Uche,Bernardi,1991-09-18,The Delivery Boy,David Kim
Rose,Jumbo,1998-07-24,Wedy Atkalam,Anna
Laura,McIver,1959-04-18,Fire in the Blood,Dog
Nirmal,Marano,1967-12-11,The Wrong Missy,Barbie
Khalil,Rishi,1986-11-22,Ali & Alia,David Kim
Jimmy,Ramos,1952-03-03,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Barbie
Harrdy,Shergill,1989-07-29,Action Replayy,David Kim
Ammy,Sandhu,1964-03-29,Andaz Apna Apna,David Kim
Krissiri,Virk,1987-04-26,Have a Good Trip: Adventures in Psychedelics,Barbie
Harish,Sukhsvasti,1955-02-25,John Henry,Dog
Emilian,Verma,1981-06-08,18 Presents,Dog
Christian,Oprea,1972-02-13,The Eddy,Barbie
Sonam,Morales,1993-08-15,Aerials,Sophie
Mama,Kapoor,1991-08-03,In Paradox,Barbie
Hakim,Sane,1976-01-19,Scissor Seven,Sophie
Thabo,Faris,1977-08-16,Si Doel the Movie,Barbie
Baaj,Rametsi,1985-08-02,Becoming,David Kim
Sambasa,Adebule,1962-01-28,Jerry Seinfeld: 23 Hours To Kill,Sophie
Romany,Nzeribe,1961-07-05,Arctic Dogs,Dog
Rakesh,Malco,1960-02-17,Luccas Neto em: Acampamento de FÃ©rias 2,Sophie
Violet,Varre,1975-07-17,One Day: Justice Delivered,Barbie
Nikolaj,Nelson,1970-02-26,Almost Happy,David Kim
Carroll,Coster-Waldau,1993-02-06,Bennett's War,Anna
Bikram,Shelby,2001-04-11,Death Can Wait,David Kim
Anand,Choudhury,1979-04-12,Lady Driver,Dog
Lorena,Deverakonda,1959-07-18,Mike Birbiglia: My Girlfriend's Boyfriend,Anna
Iliza,RamÃ­rez,1995-07-30,Roped,Barbie
Ignacia,Shlesinger,2003-03-23,The Stand at Paxton County,Anna
Alicia,Allamand,1979-06-21,All Day and a Night,Sophie
Wade,Vikander,1986-09-26,Cracked Up: The Darrell Hammond Story,Barbie
Pilar,Davis,1988-03-15,Get In,Barbie
Adithya,Pascual,1982-06-20,Go! Go! Cory Carson: The Chrissy,Sophie
Ali,Menon,1967-11-01,Madagascar: Escape 2 Africa,David Kim
Aki,Fazal,1974-01-24,Material,David Kim
Jason,Toyosaki,1968-12-26,Mrs. Serial Killer,Barbie
Miyu,Schwartzman,1994-01-31,Psycho,David Kim
Fadily,Irino,1959-03-28,The Half Of It,Anna
Jeff,Camara,1990-07-10,The Heartbreak Kid,Anna
Isabela,Garlin,2003-04-25,What a Girl Wants,Barbie
Roger,Moner,1979-03-27,Dangerous Lies,David Kim
Wendell,Narayan,1996-03-17,Rich in Love,Sophie
Deng,Pierce,2000-12-01,The Forest of Love: Deep Cut,Sophie
Seth,Chao,1999-02-16,The Victims' Game,Dog
Aidan,Meyers,1993-02-01,EkÅŸi Elmalar,Anna
Kim,Gillen,1952-12-23,Love Is War,David Kim
Joshua,Go-eun,1959-10-02,R.K.Nagar,David Kim
Drake,Fields,1969-04-20,Beynelmilel,Barbie
Kendall,Bell,1986-11-11,Bir Baba Hindu,Dog
Casey,Schmidt,1976-08-01,Boushkash,Dog
Mason,Simpson,1954-06-16,Cinar Agaci,Barbie
Ciara,Vale,1994-10-05,GÃ¶rÃ¼mce,David Kim
Rahart,Bravo,1954-08-06,Ä°stanbul KÄ±rmÄ±zÄ±sÄ±,Barbie
Victoria,Adams,1989-03-10,KÃ¼Ã§Ã¼k Esnaf,Sophie
Garrett,Justice,1989-10-11,Neseli Hayat,David Kim
Carmen,Ryan,1950-06-05,Organize Isler,David Kim
Kerry,Machi,1956-08-10,The Reliant,David Kim
Sierra,Washington,2000-12-23,We'll Be Right Back After The Break,Sophie
Julian,McCormick,1975-02-15,5Gang,Anna
Rob,Ovenden,1954-02-12,Love Aaj Kal,David Kim
Katlyn,Lowe,1950-02-23,The Lift Boy,Barbie
Barry,Carlson,1975-02-06,Bheeshma,Anna
Timothée,Bostwick,1951-07-18,Bittersweet,Anna
Sergio,Chalamet,2002-01-10,No Direction Home: Bob Dylan,Dog
Grego,Acosta,1996-12-06,She Made Me a Criminal,Anna
Alyssa,Rossello,1951-04-27,The Artist,Sophie
Madhampatti,Chia,2001-01-17,The Dealer,Dog
Arsenio,Rangaraj,1979-03-18,The International Player,Sophie
Hiyori,Hall,1989-07-05,The Promise,Dog
Nehir,Kon,1971-10-31,Ø§Ù„Ù Ù…Ø¨Ø±ÙˆÙƒ,Sophie
Carmen,ErdoÄŸan,1986-10-25,Kolaiyuthir Kaalam,David Kim
Inge,Ejogo,1969-08-28,"Yours Sincerely, Kanan Gill",Anna
Jakob,Maux,1956-03-21,My Stupid Boss,Dog
Nur,Dylan,1995-11-28,My Stupid Boss 2,David Kim
Stephen,Fazura,1969-12-14,This Earth of Mankind,Barbie
Zhang,Fry,1956-09-15,Time to Hunt,Anna
Jenny,Jin,1981-07-30,The Plagues of Breslau,Barbie
Charlie,Slate,1966-01-18,The Set Up,Barbie
Aylin,Shotwell,1985-05-05,The Silence of the Marsh,Dog
Biel,Kontante,1969-07-29,The Willoughbys,David Kim
Rahama,Montoro,1995-05-05,Middleditch & Schwartz,Anna
Banky,Sadau,1961-03-03,Varane Avashyamund,Anna
Priyanshu,Wellington,2000-09-16,BabamÄ±n Ceketi,David Kim
Fedi,Painyuli,1996-08-20,Earth and Blood,David Kim
Park,Nuril,1978-04-05,Rising High,Anna
Shannyn,Na-rae,1986-08-28,Sergio,David Kim
Güler,Sossamon,1965-09-06,The Legacy of the Bones,Barbie
Martin,Ã–kten,2003-04-18,AlelÃ­,Dog
Kery,Matte,1950-05-22,Fary : Hexagone,Dog
Sam,James,1979-04-08,"Hail, Caesar!",Dog
Gbenga,Worthington,1958-12-31,Jem and the Holograms,Sophie
Manuela,Titiloye,1964-09-24,MaurÃ­cio Meirelles: Generating Chaos,Barbie
Stacy,VellÃ©s,2003-06-30,Puerto Ricans in Paris,Barbie
Deon,Haiduk,1955-04-10,Stunt School,David Kim
Ali,Cole,2001-10-30,For the Broken Hearted,David Kim
Cem,Haji,1976-12-12,Mischief,Barbie
Selim,GelinoÄŸlu,1999-10-09,World Famous Lover,Sophie
Gigi,Bayraktar,1962-12-08,Chris D'Elia: No Pain,Sophie
Cassandra,Saul,2000-09-28,New Money,Dog
Park,Ciangherotti,1992-01-24,Moms at War,Anna
Vajèn,Hae-Jin,1968-11-25,Code 8,Anna
Nikki,van,1956-04-30,Love Wedding Repeat,Barbie
Elizabeth,Glaser,1965-10-04,School Life,Anna
Jeff,Daily,1992-03-27,The Main Event,Dog
Ben,Daniels,1959-04-02,The Trial,Barbie
Mo,McKenzie,1951-07-12,Tigertail,David Kim
Fuka,Gilligan,1970-03-01,Born Beautiful,David Kim
Boyd,Koshiba,1972-03-09,The Last Airbender,Dog
Meezaan,Holbrook,1964-08-03,Tiffany Haddish: She Ready! From the Hood To Hollywood!,David Kim
Tony,Jaffrey,1980-08-11,Mine 9,David Kim
